1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.028000964112579824,0.006320462166331709,0.0045827788626775145,0.004145775553770364,0.0038415585295297205,0.0036673211469314994,0.003632017772179097,0.003512979226652533,0.003565006440039724,0.003631879612803459,0.0034344271570444108,0.003364006313495338,0.0033376224315725266,0.0033291691308841107,0.003444361079018563,0.00333268478512764,0.0032909017242491244,0.0032840657315682618,0.003267250534845516,0.003245914177969098,0.003239202576223761,0.0032484467001631856,0.003357383373659104,0.0032209205953404305,0.0032009247783571482,0.003203934964258224,0.0032948019914329054,0.0031949659646488726,0.0031760256504639985,0.0031744417711161077
