1,2,3,4,5,6,7,8,9,10
0.10130413208007813,0.06122170219421387,0.0560672721862793,0.041058590126037596,0.038394918632507324,0.03409117374420166,0.0353308084487915,0.04087651443481445,0.029249239921569824,0.031157546615600586
